A father and son have a combined age of 68. The father is 28 years older than the son. How old is the son?,20,16,19,18,A) 20,Let the son's age be x; father is x+28. So x + (x+28) = 68 → 2x = 40 → x = 20.,Puzzles,Logic Puzzles
"Question: brain teaser: if you overtake the person in second place in a race, what position are you in now?",A needle,A towel,Second,A glove,C) Second,"Overtaking the person in second place means you take their position, making you second.",Puzzles,Brain Teasers
"Find the next number in the series: 24, 40, 56, 72, 88, ?",104,94,115,117,A) 104,"Each term increases by 16, so the next number is 88 + 16 = 104.",Puzzles,Sequence Puzzles
Question: match: a baby dog is called what?,A puppy,The letter M,Second,Seven,A) A puppy,A baby dog is called a puppy.,Puzzles,Matching Puzzles
Consider the following puzzle: what five-letter word becomes shorter when you add two letters to it?,A pack,Short,A cold,A pride,B) Short,"The word 'short' becomes 'shorter' when 'er' is added, ironically describing becoming 'shorter' in spelling.",Puzzles,Word Puzzles
Is 319 a prime number?,Cannot be determined,Only if even,No,Yes,C) No,"319 has at least one other divisor, so it is not prime.",Puzzles,Number Puzzles
"Find the next number in the series: 96, 98, 100, 102, 104, ?",105,102,103,106,D) 106,This is a series of consecutive even numbers. Next number = 104 + 2 = 106.,Puzzles,Pattern Puzzles
"Consider the following puzzle: brain teaser: a farmer has 10 sheep, all but 3 run away, how many remain?",A kitten,A cold,Thermometer,3,D) 3,"'All but 3' means all except 3 ran away, so exactly 3 sheep remain.",Puzzles,Brain Teasers
"Find the next number in the series: 12, 30, 48, 66, 84, ?",117,103,102,113,C) 102,"Each term increases by 18, so the next number is 84 + 18 = 102.",Puzzles,Sequence Puzzles
"what comes once in a minute, twice in a moment, but never in a thousand years?",Chair,The letter M,They weigh the same,4,B) The letter M,"The letter 'M' appears once in 'minute', twice in 'moment', but not at all in 'thousand years'.",Puzzles,Word Puzzles
"Find the next number in the series: 44, 52, 60, 68, 76, ?",80,78,84,85,C) 84,"Each term increases by 8, so the next number is 76 + 8 = 84.",Puzzles,Sequence Puzzles
"Find the next number (differences increase by 1 each time): 15, 16, 17, 22, 26, ?",40,31,24,34,B) 31,"The differences are 1, 1, 5, 4, increasing by 1 each time. Next difference = 5, so next term = 26 + 5 = 31.",Puzzles,Pattern Puzzles
"Question: which odd item does not belong: Circle, Square, Triangle, Sphere?",Tokyo,The letter M,Sphere,A pride,C) Sphere,"Circle, Square, and Triangle are 2D shapes, while a Sphere is a 3D shape, making it the odd one out.",Puzzles,Odd One Out
Question: what travels around the world but stays in one corner?,Seven → Even,A clock,3,A stamp,D) A stamp,"A postage stamp travels around the world on letters, yet stays fixed in the corner of the envelope.",Puzzles,Riddles
"Find the next number (differences increase by 1 each time): 7, 11, 13, 19, 25, ?",41,32,23,26,B) 32,"The differences are 4, 2, 6, 6, increasing by 1 each time. Next difference = 7, so next term = 25 + 7 = 32.",Puzzles,Pattern Puzzles
"Question: I am an odd number, take away one letter and I become even, what number am I?",A quarter and a nickel,A kitten,Seven,Astronomy,C) Seven,"'Seven' minus the letter 's' spells 'even', matching the riddle.",Puzzles,Word Puzzles
what travels around the world but stays in one corner?,A stamp,Dolphin,The last child took the basket too,A clock,A) A stamp,"A postage stamp travels around the world on letters, yet stays fixed in the corner of the envelope.",Puzzles,Riddles
"Consider the following puzzle: brain teaser: which weighs more, 1 kg of iron or 1 kg of cotton?",They weigh the same,A puppy,A kitten,Oak,A) They weigh the same,"Both weigh exactly 1 kg; weight is the same regardless of material, though cotton takes up more volume.",Puzzles,Brain Teasers
"brain teaser: which weighs more, 1 kg of iron or 1 kg of cotton?",4,They weigh the same,Short,A kitten,B) They weigh the same,"Both weigh exactly 1 kg; weight is the same regardless of material, though cotton takes up more volume.",Puzzles,Brain Teasers
Is 1199 a prime number?,Yes,Only if even,Cannot be determined,No,D) No,"1199 has at least one other divisor, so it is not prime.",Puzzles,Number Puzzles
"Find the next number in the series: 9, 6, 15, 21, 36, 57, ?",85,110,93,95,C) 93,Each term is the sum of the two preceding terms. Next term = 57 + 36 = 93.,Puzzles,Sequence Puzzles
"A person walks 10 km north, then 8 km south. How far is he from the starting point?",8 km,18 km,10 km,2 km,D) 2 km,"Walking in opposite directions, the net distance is |10 - 8| = 2 km from the start.",Puzzles,Direction Puzzles
"Find the next number in the series: 209, 18, 209, 18, 209, ?",18,22,15,17,A) 18,"The series alternates between 209 and 18. Since the last number is 209, the next number = 18.",Puzzles,Pattern Puzzles
"Find the missing number in the series: 6, 13, ?, 27, 34.",20,21,23,17,A) 20,"The series increases by 7 each time, so the missing number = 13 + 7 = 20.",Puzzles,Number Puzzles
"what begins with an e, ends with an e, and only has one letter in it?",They weigh the same,An envelope,Seven → Even,A clock,B) An envelope,"An envelope begins with 'e', ends with 'e', but contains only one letter (a written letter) inside it.",Puzzles,Word Puzzles
Is 331 a prime number?,Cannot be determined,No,Only if even,Yes,D) Yes,"331 has no divisors other than 1 and itself, so it is prime.",Puzzles,Number Puzzles
"A person walks 18 km north, then 8 km south. How far is he from the starting point?",18 km,26 km,8 km,10 km,D) 10 km,"Walking in opposite directions, the net distance is |18 - 8| = 10 km from the start.",Puzzles,Direction Puzzles
"Find the next number in the series: 42, 54, 66, 78, 90, ?",102,96,101,100,A) 102,"Each term increases by 12, so the next number is 90 + 12 = 102.",Puzzles,Sequence Puzzles
"Find the next number in the series: 25, 33, 41, 49, 57, ?",61,64,65,57,C) 65,"Each term increases by 8, so the next number is 57 + 8 = 65.",Puzzles,Sequence Puzzles
"Find the next number in the series: 245, 247, 249, 251, 253, ?",255,251,253,259,A) 255,This is a series of consecutive odd numbers. Next number = 253 + 2 = 255.,Puzzles,Pattern Puzzles
"Consider the following puzzle: what runs all around a backyard, yet never moves?",A fence,Tokyo,A pride,Carrot,A) A fence,A fence runs around the perimeter of a backyard but stays fixed in place.,Puzzles,Riddles
Question: match: the capital city of Japan is?,They weigh the same,Tokyo,A rubber band,A pride,B) Tokyo,The capital city of Japan is Tokyo.,Puzzles,Matching Puzzles
"Find the missing number in the series: 22, ?, 28, 31, 34.",27,22,26,25,D) 25,"The series increases by 3 each time, so the missing number = 22 + 3 = 25.",Puzzles,Number Puzzles
Is 769 a prime number?,Yes,No,Cannot be determined,Only if even,A) Yes,"769 has no divisors other than 1 and itself, so it is prime.",Puzzles,Number Puzzles
"Consider the following puzzle: which odd item does not belong: Apple, Mango, Carrot, Banana?",Carrot,A pack,Dolphin,A clock,A) Carrot,"Apple, Mango, and Banana are fruits, while Carrot is a vegetable, making it the odd one out.",Puzzles,Odd One Out
"A bus has 13 passengers. At the next stop, 12 get off and 19 get on. How many passengers are there now?",23,22,20,19,C) 20,"Starting with 13, subtract 12 who got off (1) and add 19 who got on, giving 20.",Puzzles,Logic Puzzles
"Find the next number in the series: 1, 10, 11, 21, 32, 53, ?",72,94,85,76,C) 85,Each term is the sum of the two preceding terms. Next term = 53 + 32 = 85.,Puzzles,Sequence Puzzles
"Find the next number (differences increase by 1 each time): 6, 11, 15, 20, 26, ?",29,36,31,33,D) 33,"The differences are 5, 4, 5, 6, increasing by 1 each time. Next difference = 7, so next term = 26 + 7 = 33.",Puzzles,Pattern Puzzles
"Find the missing number in the series: 6, ?, 28, 39, 50.",17,12,18,9,A) 17,"The series increases by 11 each time, so the missing number = 6 + 11 = 17.",Puzzles,Number Puzzles
"A bus has 12 passengers. At the next stop, 10 get off and 1 get on. How many passengers are there now?",3,7,1,2,A) 3,"Starting with 12, subtract 10 who got off (2) and add 1 who got on, giving 3.",Puzzles,Logic Puzzles
match: a baby cat is called what?,A sponge,4,The last child took the basket too,A kitten,D) A kitten,A baby cat is called a kitten.,Puzzles,Matching Puzzles
"Find the next number (differences increase by 1 each time): 10, 13, 18, 19, 22, ?",26,30,21,19,A) 26,"The differences are 3, 5, 1, 3, increasing by 1 each time. Next difference = 4, so next term = 22 + 4 = 26.",Puzzles,Pattern Puzzles
"Find the next number in the series: 67, 167, 67, 167, 67, ?",167,172,171,166,A) 167,"The series alternates between 67 and 167. Since the last number is 67, the next number = 167.",Puzzles,Pattern Puzzles
Question: match: a group of lions is called what?,Chair,A pride,Short,A needle,B) A pride,A group of lions is called a pride.,Puzzles,Matching Puzzles
Question: match: the capital city of Japan is?,Tokyo,A cold,River,A pride,A) Tokyo,The capital city of Japan is Tokyo.,Puzzles,Matching Puzzles
"Find the next number (differences increase by 1 each time): 7, 11, 17, 23, 27, ?",33,37,36,32,D) 32,"The differences are 4, 6, 6, 4, increasing by 1 each time. Next difference = 5, so next term = 27 + 5 = 32.",Puzzles,Pattern Puzzles
"Find the next number (differences increase by 1 each time): 8, 13, 14, 18, 21, ?",17,25,21,24,B) 25,"The differences are 5, 1, 4, 3, increasing by 1 each time. Next difference = 4, so next term = 21 + 4 = 25.",Puzzles,Pattern Puzzles
"Find the next number in the series: 392, 394, 396, 398, 400, ?",399,400,398,402,D) 402,This is a series of consecutive even numbers. Next number = 400 + 2 = 402.,Puzzles,Pattern Puzzles
"Find the next number (differences increase by 1 each time): 13, 14, 17, 20, 22, ?",25,21,29,23,A) 25,"The differences are 1, 3, 3, 2, increasing by 1 each time. Next difference = 3, so next term = 22 + 3 = 25.",Puzzles,Pattern Puzzles
"A bus has 37 passengers. At the next stop, 25 get off and 6 get on. How many passengers are there now?",22,17,18,20,C) 18,"Starting with 37, subtract 25 who got off (12) and add 6 who got on, giving 18.",Puzzles,Logic Puzzles
what has hands but cannot clap?,A sponge,Short,A clock,Second,C) A clock,A clock has hands (the hour and minute hands) but obviously cannot clap.,Puzzles,Riddles
"Find the next number in the series: 90, 135, 90, 135, 90, ?",137,136,135,130,C) 135,"The series alternates between 90 and 135. Since the last number is 90, the next number = 135.",Puzzles,Pattern Puzzles
"Find the next number in the series: 26, 31, 36, 41, 46, ?",51,49,55,50,A) 51,"Each term increases by 5, so the next number is 46 + 5 = 51.",Puzzles,Sequence Puzzles
"what runs all around a backyard, yet never moves?",An envelope,A needle,A fence,Oak,C) A fence,A fence runs around the perimeter of a backyard but stays fixed in place.,Puzzles,Riddles
what kind of band never plays music?,Tokyo,A kitten,A piano,A rubber band,D) A rubber band,"A rubber band is a type of 'band' that stretches, but it never plays music.",Puzzles,Word Puzzles
"Find the next number in the series: 252, 254, 256, 258, 260, ?",262,259,258,265,A) 262,This is a series of consecutive even numbers. Next number = 260 + 2 = 262.,Puzzles,Pattern Puzzles
"A bus has 10 passengers. At the next stop, 2 get off and 1 get on. How many passengers are there now?",10,9,6,7,B) 9,"Starting with 10, subtract 2 who got off (8) and add 1 who got on, giving 9.",Puzzles,Logic Puzzles
"Find the missing number in the series: 10, 18, 26, ?, 42.",40,36,29,34,D) 34,"The series increases by 8 each time, so the missing number = 26 + 8 = 34.",Puzzles,Number Puzzles
"Find the next number (differences increase by 1 each time): 13, 15, 19, 25, 29, ?",25,41,34,38,C) 34,"The differences are 2, 4, 6, 4, increasing by 1 each time. Next difference = 5, so next term = 29 + 5 = 34.",Puzzles,Pattern Puzzles
"Find the next number in the series: 449, 451, 453, 455, 457, ?",457,462,456,459,D) 459,This is a series of consecutive odd numbers. Next number = 457 + 2 = 459.,Puzzles,Pattern Puzzles
"Find the next number in the series: 146, 185, 146, 185, 146, ?",187,185,190,180,B) 185,"The series alternates between 146 and 185. Since the last number is 146, the next number = 185.",Puzzles,Pattern Puzzles
"A bus has 22 passengers. At the next stop, 5 get off and 4 get on. How many passengers are there now?",17,21,25,24,B) 21,"Starting with 22, subtract 5 who got off (17) and add 4 who got on, giving 21.",Puzzles,Logic Puzzles
Consider the following puzzle: match: a baby cat is called what?,A sponge,A kitten,River,Oak,B) A kitten,A baby cat is called a kitten.,Puzzles,Matching Puzzles
"A bus has 33 passengers. At the next stop, 12 get off and 15 get on. How many passengers are there now?",36,32,40,37,A) 36,"Starting with 33, subtract 12 who got off (21) and add 15 who got on, giving 36.",Puzzles,Logic Puzzles
"A person walks 12 km north, then 12 km south. How far is he from the starting point?",24 km,0 km,12 km,12 km,B) 0 km,"Walking in opposite directions, the net distance is |12 - 12| = 0 km from the start.",Puzzles,Direction Puzzles
"Find the next number in the series: 50, 66, 82, 98, 114, ?",130,128,116,134,A) 130,"Each term increases by 16, so the next number is 114 + 16 = 130.",Puzzles,Sequence Puzzles
"brain teaser: a basket has 6 apples and 6 children each take one apple yet one remains, how?",A stamp,Short,A fence,The last child took the basket too,D) The last child took the basket too,"The last child took their apple along with the basket, leaving one apple still inside the basket they carried.",Puzzles,Brain Teasers
A father and son have a combined age of 34. The father is 24 years older than the son. How old is the son?,5,9,3,4,A) 5,Let the son's age be x; father is x+24. So x + (x+24) = 34 → 2x = 10 → x = 5.,Puzzles,Logic Puzzles
"A bus has 26 passengers. At the next stop, 21 get off and 12 get on. How many passengers are there now?",14,13,19,17,D) 17,"Starting with 26, subtract 21 who got off (5) and add 12 who got on, giving 17.",Puzzles,Logic Puzzles
A father and son have a combined age of 51. The father is 27 years older than the son. How old is the son?,10,13,15,12,D) 12,Let the son's age be x; father is x+27. So x + (x+27) = 51 → 2x = 24 → x = 12.,Puzzles,Logic Puzzles
"Find the next number in the series: 128, 288, 128, 288, 128, ?",293,288,289,290,B) 288,"The series alternates between 128 and 288. Since the last number is 128, the next number = 288.",Puzzles,Pattern Puzzles
Is 770 a prime number?,Only if even,No,Yes,Cannot be determined,B) No,"770 has at least one other divisor, so it is not prime.",Puzzles,Number Puzzles
"Consider the following puzzle: what runs all around a backyard, yet never moves?",A fence,A towel,Seven,Sphere,A) A fence,A fence runs around the perimeter of a backyard but stays fixed in place.,Puzzles,Riddles
Is 953 a prime number?,Yes,No,Only if even,Cannot be determined,A) Yes,"953 has no divisors other than 1 and itself, so it is prime.",Puzzles,Number Puzzles
A father and son have a combined age of 55. The father is 31 years older than the son. How old is the son?,7,8,15,12,D) 12,Let the son's age be x; father is x+31. So x + (x+31) = 55 → 2x = 24 → x = 12.,Puzzles,Logic Puzzles
"Find the missing number in the series: 26, ?, 38, 44, 50.",37,31,36,32,D) 32,"The series increases by 6 each time, so the missing number = 26 + 6 = 32.",Puzzles,Number Puzzles
Is 1670 a prime number?,Only if even,No,Cannot be determined,Yes,B) No,"1670 has at least one other divisor, so it is not prime.",Puzzles,Number Puzzles
"A bus has 9 passengers. At the next stop, 2 get off and 5 get on. How many passengers are there now?",12,11,10,14,A) 12,"Starting with 9, subtract 2 who got off (7) and add 5 who got on, giving 12.",Puzzles,Logic Puzzles
"Find the missing number in the series: 17, 26, ?, 44, 53.",43,35,37,34,B) 35,"The series increases by 9 each time, so the missing number = 26 + 9 = 35.",Puzzles,Number Puzzles
Is 763 a prime number?,No,Cannot be determined,Yes,Only if even,A) No,"763 has at least one other divisor, so it is not prime.",Puzzles,Number Puzzles
"A bus has 19 passengers. At the next stop, 5 get off and 16 get on. How many passengers are there now?",34,30,33,27,B) 30,"Starting with 19, subtract 5 who got off (14) and add 16 who got on, giving 30.",Puzzles,Logic Puzzles
Is 1816 a prime number?,Only if even,Cannot be determined,Yes,No,D) No,"1816 has at least one other divisor, so it is not prime.",Puzzles,Number Puzzles
"Find the next number in the series: 6, 6, 12, 18, 30, 48, ?",79,78,67,70,B) 78,Each term is the sum of the two preceding terms. Next term = 48 + 30 = 78.,Puzzles,Sequence Puzzles
Is 1759 a prime number?,No,Only if even,Yes,Cannot be determined,C) Yes,"1759 has no divisors other than 1 and itself, so it is prime.",Puzzles,Number Puzzles
Is 1926 a prime number?,Cannot be determined,Yes,Only if even,No,D) No,"1926 has at least one other divisor, so it is not prime.",Puzzles,Number Puzzles
"A bus has 23 passengers. At the next stop, 10 get off and 16 get on. How many passengers are there now?",32,29,26,28,B) 29,"Starting with 23, subtract 10 who got off (13) and add 16 who got on, giving 29.",Puzzles,Logic Puzzles
Question: match: a group of lions is called what?,A pride,A kitten,A needle,Tokyo,A) A pride,A group of lions is called a pride.,Puzzles,Matching Puzzles
"Question: what runs all around a backyard, yet never moves?",A needle,A fence,A cold,Tokyo,B) A fence,A fence runs around the perimeter of a backyard but stays fixed in place.,Puzzles,Riddles
Is 925 a prime number?,Only if even,Cannot be determined,Yes,No,D) No,"925 has at least one other divisor, so it is not prime.",Puzzles,Number Puzzles
"A bus has 38 passengers. At the next stop, 20 get off and 4 get on. How many passengers are there now?",25,19,22,24,C) 22,"Starting with 38, subtract 20 who got off (18) and add 4 who got on, giving 22.",Puzzles,Logic Puzzles
A father and son have a combined age of 63. The father is 25 years older than the son. How old is the son?,21,19,18,20,B) 19,Let the son's age be x; father is x+25. So x + (x+25) = 63 → 2x = 38 → x = 19.,Puzzles,Logic Puzzles
"Find the next number (differences increase by 1 each time): 7, 10, 15, 18, 21, ?",28,25,21,23,B) 25,"The differences are 3, 5, 3, 3, increasing by 1 each time. Next difference = 4, so next term = 21 + 4 = 25.",Puzzles,Pattern Puzzles
"Find the next number in the series: 49, 53, 49, 53, 49, ?",53,57,51,54,A) 53,"The series alternates between 49 and 53. Since the last number is 49, the next number = 53.",Puzzles,Pattern Puzzles
Is 538 a prime number?,No,Only if even,Cannot be determined,Yes,A) No,"538 has at least one other divisor, so it is not prime.",Puzzles,Number Puzzles
Consider the following puzzle: match: a baby cat is called what?,A kitten,Astronomy,The last child took the basket too,Short,A) A kitten,A baby cat is called a kitten.,Puzzles,Matching Puzzles
"A person walks 8 km east, then 12 km further east. How far is he from the starting point?",8 km,12 km,20 km,4 km,C) 20 km,Walking in the same direction adds the distances: 8 + 12 = 20 km.,Puzzles,Direction Puzzles
Question: what has hands but cannot clap?,Chair,A piano,Oak,A clock,D) A clock,A clock has hands (the hour and minute hands) but obviously cannot clap.,Puzzles,Riddles
"A bus has 6 passengers. At the next stop, 4 get off and 17 get on. How many passengers are there now?",22,23,19,15,C) 19,"Starting with 6, subtract 4 who got off (2) and add 17 who got on, giving 19.",Puzzles,Logic Puzzles
"brain teaser: a man has 3 daughters and each daughter has one brother, how many children does he have?",Sphere,A window,Seven → Even,4,D) 4,"Each daughter shares the same one brother, so the man has 3 daughters plus 1 son, totaling 4 children.",Puzzles,Brain Teasers
"Find the next number (differences increase by 1 each time): 5, 8, 9, 11, 14, ?",18,13,26,10,A) 18,"The differences are 3, 1, 2, 3, increasing by 1 each time. Next difference = 4, so next term = 14 + 4 = 18.",Puzzles,Pattern Puzzles
"A person walks 8 km north, then 6 km south. How far is he from the starting point?",8 km,14 km,6 km,2 km,D) 2 km,"Walking in opposite directions, the net distance is |8 - 6| = 2 km from the start.",Puzzles,Direction Puzzles
A father and son have a combined age of 49. The father is 31 years older than the son. How old is the son?,5,9,8,7,B) 9,Let the son's age be x; father is x+31. So x + (x+31) = 49 → 2x = 18 → x = 9.,Puzzles,Logic Puzzles
"brain teaser: a farmer has 10 sheep, all but 3 run away, how many remain?",A pack,3,Thermometer,River,B) 3,"'All but 3' means all except 3 ran away, so exactly 3 sheep remain.",Puzzles,Brain Teasers
"A person walks 6 km east, then 16 km further east. How far is he from the starting point?",16 km,6 km,22 km,10 km,C) 22 km,Walking in the same direction adds the distances: 6 + 16 = 22 km.,Puzzles,Direction Puzzles
"Find the next number in the series: 34, 36, 38, 40, 42, ?",47,44,46,43,B) 44,This is a series of consecutive even numbers. Next number = 42 + 2 = 44.,Puzzles,Pattern Puzzles
"Find the missing number in the series: 30, 44, ?, 72, 86.",58,57,70,62,A) 58,"The series increases by 14 each time, so the missing number = 44 + 14 = 58.",Puzzles,Number Puzzles
"A person walks 17 km east, then 8 km further east. How far is he from the starting point?",8 km,25 km,9 km,17 km,B) 25 km,Walking in the same direction adds the distances: 17 + 8 = 25 km.,Puzzles,Direction Puzzles
"Find the missing number in the series: 6, 20, 34, ?, 62.",44,62,48,46,C) 48,"The series increases by 14 each time, so the missing number = 34 + 14 = 48.",Puzzles,Number Puzzles
"Find the missing number in the series: 6, 14, ?, 30, 38.",20,14,16,22,D) 22,"The series increases by 8 each time, so the missing number = 14 + 8 = 22.",Puzzles,Number Puzzles
A father and son have a combined age of 54. The father is 28 years older than the son. How old is the son?,13,12,14,18,A) 13,Let the son's age be x; father is x+28. So x + (x+28) = 54 → 2x = 26 → x = 13.,Puzzles,Logic Puzzles
Question: what is full of holes but still holds water?,Carrot,A puppy,Astronomy,A sponge,D) A sponge,A sponge is full of tiny holes but can still absorb and hold water.,Puzzles,Riddles
"A person walks 2 km east, then 18 km further east. How far is he from the starting point?",20 km,16 km,18 km,2 km,A) 20 km,Walking in the same direction adds the distances: 2 + 18 = 20 km.,Puzzles,Direction Puzzles
"Find the next number in the series: 251, 156, 251, 156, 251, ?",156,157,158,153,A) 156,"The series alternates between 251 and 156. Since the last number is 251, the next number = 156.",Puzzles,Pattern Puzzles
Is 934 a prime number?,No,Cannot be determined,Yes,Only if even,A) No,"934 has at least one other divisor, so it is not prime.",Puzzles,Number Puzzles
"Find the next number in the series: 285, 145, 285, 145, 285, ?",144,142,145,146,C) 145,"The series alternates between 285 and 145. Since the last number is 285, the next number = 145.",Puzzles,Pattern Puzzles
"A person walks 2 km north, then 14 km south. How far is he from the starting point?",16 km,12 km,14 km,2 km,B) 12 km,"Walking in opposite directions, the net distance is |2 - 14| = 12 km from the start.",Puzzles,Direction Puzzles
"Find the next number in the series: 207, 292, 207, 292, 207, ?",292,288,290,295,A) 292,"The series alternates between 207 and 292. Since the last number is 207, the next number = 292.",Puzzles,Pattern Puzzles
"A person walks 20 km north, then 2 km south. How far is he from the starting point?",2 km,22 km,20 km,18 km,D) 18 km,"Walking in opposite directions, the net distance is |20 - 2| = 18 km from the start.",Puzzles,Direction Puzzles
Consider the following puzzle: what has a thumb and four fingers but is not alive?,A glove,A bottle,A quarter and a nickel,A piano,A) A glove,"A glove is shaped with a thumb and four fingers, but it is an inanimate object.",Puzzles,Riddles
"A bus has 13 passengers. At the next stop, 1 get off and 6 get on. How many passengers are there now?",14,18,15,19,B) 18,"Starting with 13, subtract 1 who got off (12) and add 6 who got on, giving 18.",Puzzles,Logic Puzzles
"A bus has 28 passengers. At the next stop, 6 get off and 6 get on. How many passengers are there now?",32,29,31,28,D) 28,"Starting with 28, subtract 6 who got off (22) and add 6 who got on, giving 28.",Puzzles,Logic Puzzles
Is 477 a prime number?,No,Only if even,Yes,Cannot be determined,A) No,"477 has at least one other divisor, so it is not prime.",Puzzles,Number Puzzles
"Find the next number in the series: 81, 251, 81, 251, 81, ?",255,253,251,249,C) 251,"The series alternates between 81 and 251. Since the last number is 81, the next number = 251.",Puzzles,Pattern Puzzles
"Find the next number in the series: 107, 61, 107, 61, 107, ?",61,59,65,64,A) 61,"The series alternates between 107 and 61. Since the last number is 107, the next number = 61.",Puzzles,Pattern Puzzles
"A person walks 11 km north, then 7 km south. How far is he from the starting point?",7 km,18 km,4 km,11 km,C) 4 km,"Walking in opposite directions, the net distance is |11 - 7| = 4 km from the start.",Puzzles,Direction Puzzles
Is 976 a prime number?,Yes,No,Only if even,Cannot be determined,B) No,"976 has at least one other divisor, so it is not prime.",Puzzles,Number Puzzles
"Find the next number in the series: 19, 30, 41, 52, 63, ?",70,68,74,75,C) 74,"Each term increases by 11, so the next number is 63 + 11 = 74.",Puzzles,Sequence Puzzles
"Find the next number in the series: 465, 467, 469, 471, 473, ?",476,473,474,475,D) 475,This is a series of consecutive odd numbers. Next number = 473 + 2 = 475.,Puzzles,Pattern Puzzles
Is 1632 a prime number?,Only if even,No,Cannot be determined,Yes,B) No,"1632 has at least one other divisor, so it is not prime.",Puzzles,Number Puzzles
Consider the following puzzle: what has one eye but cannot see?,The letter M,River,A needle,A cold,C) A needle,A needle has an 'eye' (the hole for thread) but cannot see.,Puzzles,Riddles
"Find the next number in the series: 451, 453, 455, 457, 459, ?",463,464,457,461,D) 461,This is a series of consecutive odd numbers. Next number = 459 + 2 = 461.,Puzzles,Pattern Puzzles
A father and son have a combined age of 42. The father is 30 years older than the son. How old is the son?,6,7,4,11,A) 6,Let the son's age be x; father is x+30. So x + (x+30) = 42 → 2x = 12 → x = 6.,Puzzles,Logic Puzzles
"Find the next number in the series: 30, 47, 64, 81, 98, ?",120,128,115,104,C) 115,"Each term increases by 17, so the next number is 98 + 17 = 115.",Puzzles,Sequence Puzzles
"Find the next number (differences increase by 1 each time): 12, 13, 15, 19, 24, ?",30,39,18,34,A) 30,"The differences are 1, 2, 4, 5, increasing by 1 each time. Next difference = 6, so next term = 24 + 6 = 30.",Puzzles,Pattern Puzzles
"Find the next number (differences increase by 1 each time): 13, 19, 25, 27, 28, ?",28,34,29,30,D) 30,"The differences are 6, 6, 2, 1, increasing by 1 each time. Next difference = 2, so next term = 28 + 2 = 30.",Puzzles,Pattern Puzzles
"Find the missing number in the series: 15, 28, 41, ?, 67.",58,41,62,54,D) 54,"The series increases by 13 each time, so the missing number = 41 + 13 = 54.",Puzzles,Number Puzzles
"Find the missing number in the series: 8, 19, 30, ?, 52.",39,41,35,49,B) 41,"The series increases by 11 each time, so the missing number = 30 + 11 = 41.",Puzzles,Number Puzzles
Is 996 a prime number?,No,Yes,Cannot be determined,Only if even,A) No,"996 has at least one other divisor, so it is not prime.",Puzzles,Number Puzzles
Is 182 a prime number?,No,Only if even,Cannot be determined,Yes,A) No,"182 has at least one other divisor, so it is not prime.",Puzzles,Number Puzzles
Consider the following puzzle: what has a neck but no head?,A rubber band,A bottle,They weigh the same,An envelope,B) A bottle,A bottle has a 'neck' (its narrow top part) but no head.,Puzzles,Riddles
"Find the next number in the series: 244, 141, 244, 141, 244, ?",138,141,143,145,B) 141,"The series alternates between 244 and 141. Since the last number is 244, the next number = 141.",Puzzles,Pattern Puzzles
"A person walks 18 km north, then 10 km south. How far is he from the starting point?",8 km,18 km,28 km,10 km,A) 8 km,"Walking in opposite directions, the net distance is |18 - 10| = 8 km from the start.",Puzzles,Direction Puzzles
Is 1311 a prime number?,No,Cannot be determined,Yes,Only if even,A) No,"1311 has at least one other divisor, so it is not prime.",Puzzles,Number Puzzles
Is 1867 a prime number?,Yes,Only if even,No,Cannot be determined,A) Yes,"1867 has no divisors other than 1 and itself, so it is prime.",Puzzles,Number Puzzles
"Consider the following puzzle: brain teaser: what number, when you subtract 1 letter, changes seven into even?",A quarter and a nickel,3,House,Seven → Even,D) Seven → Even,"Removing the 's' from 'seven' leaves 'even', a classic wordplay brain teaser.",Puzzles,Brain Teasers
"A bus has 28 passengers. At the next stop, 18 get off and 17 get on. How many passengers are there now?",27,24,31,25,A) 27,"Starting with 28, subtract 18 who got off (10) and add 17 who got on, giving 27.",Puzzles,Logic Puzzles
Is 983 a prime number?,Yes,No,Only if even,Cannot be determined,A) Yes,"983 has no divisors other than 1 and itself, so it is prime.",Puzzles,Number Puzzles
"Find the missing number in the series: 25, ?, 41, 49, 57.",26,33,41,27,B) 33,"The series increases by 8 each time, so the missing number = 25 + 8 = 33.",Puzzles,Number Puzzles
"Find the next number in the series: 169, 171, 173, 175, 177, ?",176,179,177,183,B) 179,This is a series of consecutive odd numbers. Next number = 177 + 2 = 179.,Puzzles,Pattern Puzzles
"A person walks 4 km north, then 11 km south. How far is he from the starting point?",7 km,11 km,15 km,4 km,A) 7 km,"Walking in opposite directions, the net distance is |4 - 11| = 7 km from the start.",Puzzles,Direction Puzzles
"Find the next number in the series: 9, 9, 18, 27, 45, 72, ?",121,127,117,129,C) 117,Each term is the sum of the two preceding terms. Next term = 72 + 45 = 117.,Puzzles,Sequence Puzzles
match: the tool used to measure temperature is a?,A clock,Thermometer,A pride,A glove,B) Thermometer,A thermometer is the tool used to measure temperature.,Puzzles,Matching Puzzles
"Find the next number in the series: 21, 54, 21, 54, 21, ?",58,49,54,55,C) 54,"The series alternates between 21 and 54. Since the last number is 21, the next number = 54.",Puzzles,Pattern Puzzles
what has a face and two hands but no arms or legs?,Sphere,Astronomy,Dolphin,A clock,D) A clock,A clock has a 'face' and 'hands' (hour and minute hands) but no arms or legs.,Puzzles,Riddles
