Question,Option A,Option B,Option C,Option D,Correct Answer,Solution/Explanation,Category,Subcategory
ಈ ಪ್ರಶ್ನೆಗೆ ಸರಿಯಾದ ಉತ್ತರ ಯಾವುದು: ಮೂರ್‌ನ ನಿಯಮ (Moore's Law) ಎಂದರೇನು?,ಕೇಬಲ್ ಇಲ್ಲದೆ ಸಾಧನಗಳನ್ನು ನೆಟ್‌ವರ್ಕ್‌ಗೆ ಸಂಪರ್ಕಿಸುವ ವೈರ್‌ಲೆಸ್ ತಂತ್ರಜ್ಞಾನ,ಇಂಟರ್ನೆಟ್‌ಗೆ ಸಂಪರ್ಕಿತವಾದ ಭೌತಿಕ ಸಾಧನಗಳ ಜಾಲ,ಕ್ವಾಂಟಮ್ ಭೌತಶಾಸ್ತ್ರದ ತತ್ವಗಳನ್ನು ಬಳಸಿ ಮಾಹಿತಿ ಸಂಸ್ಕರಿಸುವ ಹೊಸ ಕಂಪ್ಯೂಟಿಂಗ್ ವಿಧಾನ,ಚಿಪ್‌ನಲ್ಲಿನ ಟ್ರಾನ್ಸಿಸ್ಟರ್‌ಗಳ ಸಂಖ್ಯೆ ಪ್ರತಿ ಎರಡು ವರ್ಷಗಳಿಗೊಮ್ಮೆ ದ್ವಿಗುಣಗೊಳ್ಳುತ್ತದೆ ಎಂಬ ಅವಲೋಕನ,D) ಚಿಪ್‌ನಲ್ಲಿನ ಟ್ರಾನ್ಸಿಸ್ಟರ್‌ಗಳ ಸಂಖ್ಯೆ ಪ್ರತಿ ಎರಡು ವರ್ಷಗಳಿಗೊಮ್ಮೆ ದ್ವಿಗುಣಗೊಳ್ಳುತ್ತದೆ ಎಂಬ ಅವಲೋಕನ,ಮೂರ್‌ನ ನಿಯಮವು ಕಂಪ್ಯೂಟರ್ ಚಿಪ್‌ನಲ್ಲಿನ ಟ್ರಾನ್ಸಿಸ್ಟರ್‌ಗಳ ಸಂಖ್ಯೆ ಸರಿಸುಮಾರು ಪ್ರತಿ ಎರಡು ವರ್ಷಗಳಿಗೊಮ್ಮೆ ದ್ವಿಗುಣಗೊಳ್ಳುತ್ತದೆ ಎಂಬ ಗಾರ್ಡನ್ ಮೂರ್ ಅವರ ಅವಲೋಕನ.,ಕನ್ನಡ,ತಂತ್ರಜ್ಞಾನ
ಈ ಪ್ರಶ್ನೆಗೆ ಸರಿಯಾದ ಉತ್ತರ ಯಾವುದು: ವೆಬ್‌ಸೈಟ್‌ಗಳನ್ನು ವೀಕ್ಷಿಸಲು ಬಳಸುವ ಸಾಫ್ಟ್‌ವೇರ್ ಯಾವುದು?,RAM,ಆಪರೇಟಿಂಗ್ ಸಿಸ್ಟಂ,ಕೀಬೋರ್ಡ್,ವೆಬ್ ಬ್ರೌಸರ್,D) ವೆಬ್ ಬ್ರೌಸರ್,ವೆಬ್ ಬ್ರೌಸರ್ ಇಂಟರ್ನೆಟ್‌ನಲ್ಲಿರುವ ವೆಬ್‌ಸೈಟ್‌ಗಳನ್ನು ವೀಕ್ಷಿಸಲು ಬಳಸುವ ಅಪ್ಲಿಕೇಶನ್ ಸಾಫ್ಟ್‌ವೇರ್ ಆಗಿದೆ.,ಕನ್ನಡ,ಕಂಪ್ಯೂಟರ್ ಮೂಲಾಂಶಗಳು
ಬ್ಯಾಡ್ಮಿಂಟನ್ ಆಟದಲ್ಲಿ ಬಳಸುವ ಚಿಕ್ಕ ಗರಿಯ ಚೆಂಡಿಗೆ ಏನೆಂದು ಕರೆಯುತ್ತಾರೆ?,ವಿಂಬಲ್ಡನ್,ನಾಲ್ಕು ವರ್ಷಗಳಿಗೊಮ್ಮೆ,ಶಟಲ್‌ಕಾಕ್,ಪಿಯರ್ ಡಿ ಕೂಬರ್ಟಿನ್,C) ಶಟಲ್‌ಕಾಕ್,ಬ್ಯಾಡ್ಮಿಂಟನ್ ಆಟದಲ್ಲಿ ಬಳಸುವ ಗರಿಯ ಚೆಂಡನ್ನು ಶಟಲ್‌ಕಾಕ್ ಎಂದು ಕರೆಯುತ್ತಾರೆ.,ಕನ್ನಡ,ಕ್ರೀಡೆಗಳು
ಈ ಪ್ರಶ್ನೆಗೆ ಸರಿಯಾದ ಉತ್ತರ ಯಾವುದು: ಟೆಸ್ಟ್ ಕ್ರಿಕೆಟ್‌ನಲ್ಲಿ ಅತಿ ಹೆಚ್ಚು ವಿಕೆಟ್ ಪಡೆದ ಬೌಲರ್ ಯಾರು?,ರೋಹಿತ್ ಶರ್ಮಾ,ಇಂಡಿಯನ್ ಪ್ರೀಮಿಯರ್ ಲೀಗ್,ಆರು,ಮುತ್ತಯ್ಯ ಮುರಳೀಧರನ್,D) ಮುತ್ತಯ್ಯ ಮುರಳೀಧರನ್,ಶ್ರೀಲಂಕಾದ ಸ್ಪಿನ್ ಬೌಲರ್ ಮುತ್ತಯ್ಯ ಮುರಳೀಧರನ್ 800 ವಿಕೆಟ್‌ಗಳೊಂದಿಗೆ ಟೆಸ್ಟ್ ಕ್ರಿಕೆಟ್‌ನಲ್ಲಿ ಅತಿ ಹೆಚ್ಚು ವಿಕೆಟ್ ಪಡೆದ ದಾಖಲೆ ಹೊಂದಿದ್ದಾರೆ.,ಕನ್ನಡ,ಕ್ರಿಕೆಟ್
ಸ್ವತಂತ್ರ ಭಾರತದ ಮೊದಲ ಪ್ರಧಾನ ಮಂತ್ರಿ ಯಾರು?,ಮಹಾತ್ಮ ಗಾಂಧಿ,ಬಿಲ್ ಗೇಟ್ಸ್ ಮತ್ತು ಪಾಲ್ ಅಲೆನ್,ಅಲೆಕ್ಸಾಂಡರ್ ಗ್ರಹಾಂ ಬೆಲ್,ಜವಾಹರಲಾಲ್ ನೆಹರು,D) ಜವಾಹರಲಾಲ್ ನೆಹರು,ಜವಾಹರಲಾಲ್ ನೆಹರು 1947 ರಿಂದ 1964 ರವರೆಗೆ ಭಾರತದ ಮೊದಲ ಪ್ರಧಾನ ಮಂತ್ರಿಯಾಗಿ ಸೇವೆ ಸಲ್ಲಿಸಿದರು.,ಕನ್ನಡ,ಪ್ರಸಿದ್ಧ ವ್ಯಕ್ತಿಗಳು
ಸರಿಯಾದ ಉತ್ತರವನ್ನು ಆರಿಸಿ: ಗಾಳಿಯಲ್ಲಿ ಹಾನಿಕಾರಕ ವಸ್ತುಗಳು ಸೇರುವುದನ್ನು ಏನೆಂದು ಕರೆಯುತ್ತಾರೆ?,ದ್ಯುತಿಸಂಶ್ಲೇಷಣೆ,ಮರುಬಳಕೆ (ರೀಸೈಕ್ಲಿಂಗ್),ವಾಯು ಮಾಲಿನ್ಯ,ಅರಣ್ಯನಾಶ,C) ವಾಯು ಮಾಲಿನ್ಯ,ವಾಯು ಮಾಲಿನ್ಯ ಎಂಬುದು ಹೊಗೆ ಮತ್ತು ರಾಸಾಯನಿಕಗಳಂತಹ ಹಾನಿಕಾರಕ ವಸ್ತುಗಳಿಂದ ಗಾಳಿ ಕಲುಷಿತಗೊಳ್ಳುವುದು.,ಕನ್ನಡ,ಪರಿಸರ
"ಆಲೋಚನೆ, ಸ್ಮರಣೆ ಮತ್ತು ಭಾವನೆಗಳನ್ನು ನಿಯಂತ್ರಿಸುವ ಅಂಗ ಯಾವುದು?",ಜಠರ (ಹೊಟ್ಟೆ),ಬಿಳಿ ರಕ್ತ ಕಣಗಳು,ಮಿದುಳು,ವಿಟಮಿನ್ ಡಿ,C) ಮಿದುಳು,"ಮಿದುಳು ನರವ್ಯೂಹದ ನಿಯಂತ್ರಣಾ ಕೇಂದ್ರವಾಗಿದ್ದು, ಆಲೋಚನೆ, ಸ್ಮರಣೆ ಮತ್ತು ಭಾವನೆಗಳನ್ನು ನಿಯಂತ್ರಿಸುತ್ತದೆ.",ಕನ್ನಡ,ಆರೋಗ್ಯ ಮತ್ತು ಮಾನವ ದೇಹ
ಸರಿಯಾದ ಉತ್ತರವನ್ನು ಆರಿಸಿ: ಕರ್ನಾಟಕದ ಹೊಯ್ಸಳ ಸಾಮ್ರಾಜ್ಯದ ಪ್ರಸಿದ್ಧ ದೇವಾಲಯ ವಾಸ್ತುಶಿಲ್ಪಕ್ಕೆ ಹೆಸರುವಾಸಿಯಾದ ಸ್ಥಳ ಯಾವುದು?,ಕನ್ನಡ ಮಾತನಾಡುವ ಪ್ರದೇಶಗಳ ಏಕೀಕರಣ,ಬಾದಾಮಿ,ಮೈಸೂರಿನ ಹುಲಿ,ಬೇಲೂರು ಮತ್ತು ಹಳೇಬೀಡು,D) ಬೇಲೂರು ಮತ್ತು ಹಳೇಬೀಡು,ಬೇಲೂರು ಮತ್ತು ಹಳೇಬೀಡು ಹೊಯ್ಸಳ ಸಾಮ್ರಾಜ್ಯದ ಸೊಗಸಾದ ದೇವಾಲಯ ವಾಸ್ತುಶಿಲ್ಪಕ್ಕೆ ಹೆಸರುವಾಸಿಯಾಗಿವೆ.,ಕನ್ನಡ,ಕರ್ನಾಟಕ ಇತಿಹಾಸ
ಸರಿಯಾದ ಉತ್ತರವನ್ನು ಆರಿಸಿ: ಕರ್ನಾಟಕದ ಗಡಿಯನ್ನು ಹಂಚಿಕೊಳ್ಳದ ರಾಜ್ಯ ಯಾವುದು?,ಉತ್ತರ ಪ್ರದೇಶ,ಒಣ ಹವಾಮಾನ ಮತ್ತು ಕಡಿಮೆ ಮಳೆ,ಕರಾವಳಿ ಕರ್ನಾಟಕ,ದಟ್ಟ ಅರಣ್ಯ ಮತ್ತು ಹೆಚ್ಚಿನ ಮಳೆ,A) ಉತ್ತರ ಪ್ರದೇಶ,ಉತ್ತರ ಪ್ರದೇಶ ಕರ್ನಾಟಕದ ಗಡಿಯನ್ನು ಹಂಚಿಕೊಳ್ಳುವುದಿಲ್ಲ; ಕರ್ನಾಟಕವು ಆರು ಬೇರೆ ರಾಜ್ಯಗಳೊಂದಿಗೆ ಗಡಿ ಹಂಚಿಕೊಂಡಿದೆ.,ಕನ್ನಡ,ಕರ್ನಾಟಕ ಭೂಗೋಳ
ಸರಿಯಾದ ಉತ್ತರವನ್ನು ಆರಿಸಿ: ಕರ್ನಾಟಕದ ಸಾಂಪ್ರದಾಯಿಕ ಆಹಾರ ಪದ್ಧತಿಯಲ್ಲಿ ಜನಪ್ರಿಯವಾದ ಆಹಾರ ಪದಾರ್ಥ ಯಾವುದು?,ಡೊಳ್ಳು ಎಂಬ ದೊಡ್ಡ ಡ್ರಮ್‌ಗಳೊಂದಿಗೆ ಮಾಡುವ ಜಾನಪದ ನೃತ್ಯ,ರಾಗಿ ಮುದ್ದೆ,ಪುರಂದರ ದಾಸರು,ಕರ್ನಾಟಕ ಸಂಗೀತ,B) ರಾಗಿ ಮುದ್ದೆ,"ರಾಗಿ ಮುದ್ದೆ ಕರ್ನಾಟಕದ, ವಿಶೇಷವಾಗಿ ಹಳೆ ಮೈಸೂರು ಪ್ರದೇಶದ ಜನಪ್ರಿಯ ಸಾಂಪ್ರದಾಯಿಕ ಆಹಾರವಾಗಿದೆ.",ಕನ್ನಡ,ಕರ್ನಾಟಕ ಸಂಸ್ಕೃತಿ
ಸರಿಯಾದ ಉತ್ತರವನ್ನು ಆರಿಸಿ: ಕರ್ನಾಟಕದ ಕೃಷಿ ಸಮುದಾಯದಲ್ಲಿ ಜಾನುವಾರುಗಳನ್ನು ಪೂಜಿಸುವ ಹಬ್ಬ ಯಾವುದು?,ಗೌರಿ ಹಬ್ಬ,ದೀಪಾವಳಿ,ಕಾರಹುಣ್ಣಿಮೆ,ಯುಗಾದಿ,C) ಕಾರಹುಣ್ಣಿಮೆ,ಕಾರಹುಣ್ಣಿಮೆ ಹಬ್ಬವನ್ನು ಕರ್ನಾಟಕದ ರೈತರು ತಮ್ಮ ಜಾನುವಾರುಗಳನ್ನು ಗೌರವಿಸಲು ಆಚರಿಸುತ್ತಾರೆ.,ಕನ್ನಡ,ಕರ್ನಾಟಕ ಹಬ್ಬಗಳು
ಜೋಗ ಜಲಪಾತ ಯಾವ ನದಿಯ ಮೇಲಿದೆ?,ಶರಾವತಿ ನದಿ,ಪವಿತ್ರ ದೇವಾಲಯ ಮತ್ತು ಕಡಲತೀರಗಳು,ಒಡೆಯರ್ ರಾಜವಂಶ,ಹೊಯ್ಸಳ ದೇವಾಲಯ ವಾಸ್ತುಶಿಲ್ಪ,A) ಶರಾವತಿ ನದಿ,"ಜೋಗ ಜಲಪಾತವು ಶರಾವತಿ ನದಿಯ ಮೇಲಿದ್ದು, ಭಾರತದ ಅತಿ ಎತ್ತರದ ಜಲಪಾತಗಳಲ್ಲಿ ಒಂದಾಗಿದೆ.",ಕನ್ನಡ,ಕರ್ನಾಟಕ ಪ್ರಸಿದ್ಧ ಸ್ಥಳಗಳು
"ಈ ಪದದ ಅರ್ಥವನ್ನು ಗುರುತಿಸಿ: ""ಫಲಕ""",ಕಾಯಿಲೆ,ಮೇಜು,ಬಸ್ಸು,ಹಣಕಾಸು ಸಂಸ್ಥೆ,B) ಮೇಜು,"""ಫಲಕ"" ಎಂದರೆ ""ಮೇಜು"" ಎಂದರ್ಥ.",ಕನ್ನಡ,ಕನ್ನಡ ಶಬ್ದಕೋಶ
ಪ್ರಶ್ನೆ: ಗಾದೆ ಎಂದರೇನು?,ತಾವಾಗಿಯೇ ಉಚ್ಚರಿಸಬಹುದಾದ ಅಕ್ಷರಗಳು,ಕ್ರಿಯೆ ಅಥವಾ ಸ್ಥಿತಿಯನ್ನು ಸೂಚಿಸುವ ಪದ,ಒಂದಕ್ಕಿಂತ ಹೆಚ್ಚು ವಸ್ತು ಅಥವಾ ವ್ಯಕ್ತಿಗಳನ್ನು ಸೂಚಿಸುವ ರೂಪ,ಅನುಭವದಿಂದ ಬಂದ ಸಂಕ್ಷಿಪ್ತ ಜ್ಞಾನದ ನುಡಿಗಟ್ಟು,D) ಅನುಭವದಿಂದ ಬಂದ ಸಂಕ್ಷಿಪ್ತ ಜ್ಞಾನದ ನುಡಿಗಟ್ಟು,"ಗಾದೆಗಳು ಅನುಭವದಿಂದ ಬಂದ ಸಂಕ್ಷಿಪ್ತ, ಜ್ಞಾನಪೂರ್ಣ ನುಡಿಗಟ್ಟುಗಳಾಗಿವೆ.",ಕನ್ನಡ,ಕನ್ನಡ ವ್ಯಾಕರಣ
"""ವಿದ್ಯಾರ್ಥಿ"" ಎಂಬ ಪದದ ಸಮಾನ ಅರ್ಥದ ಪದ ಯಾವುದು?",ಶಿಷ್ಯ,ಪುಷ್ಪ,ಸಿರಿವಂತ,ರಭಸ,A) ಶಿಷ್ಯ,"""ಶಿಷ್ಯ"" ಎಂಬುದು ""ವಿದ್ಯಾರ್ಥಿ"" ಪದದ ಸಮಾನಾರ್ಥಕ ಪದವಾಗಿದೆ.",ಕನ್ನಡ,ಕನ್ನಡ ಸಮಾನಾರ್ಥಕ ಪದಗಳು
"""ಹತ್ತಿರ"" ಎಂಬ ಪದದ ವಿರುದ್ಧ ಅರ್ಥದ ಪದ ಯಾವುದು?",ದ್ವೇಷ,ದೂರ,ನಿರಾಕರಣೆ,ಮೃದು,B) ದೂರ,"""ದೂರ"" ಎಂಬುದು ""ಹತ್ತಿರ"" ಪದದ ವಿರುದ್ಧಾರ್ಥಕ ಪದವಾಗಿದೆ.",ಕನ್ನಡ,ಕನ್ನಡ ವಿರುದ್ಧಾರ್ಥಕ ಪದಗಳು
ಈ ಪ್ರಶ್ನೆಗೆ ಸರಿಯಾದ ಉತ್ತರ ಯಾವುದು: 'ಬೆಕ್ಕಿಗೆ ಚೆಲ್ಲಾಟ ಇಲಿಗೆ ಪ್ರಾಣಸಂಕಟ' ಎಂಬ ಗಾದೆಯ ಅರ್ಥವೇನು?,ಕಾಲ ಎಲ್ಲರಿಗೂ ಬದಲಾಗುತ್ತದೆ,"ಹೊರ ನೋಟ ಮುಖ್ಯವಲ್ಲ, ಒಳಗಿನ ಗುಣ ಮುಖ್ಯ",ಒಗ್ಗಟ್ಟಿನಲ್ಲಿ ಬಲವಿದೆ,ಒಬ್ಬರ ಆಟ ಇನ್ನೊಬ್ಬರಿಗೆ ಗಂಭೀರ ಸಮಸ್ಯೆಯಾಗಬಹುದು,D) ಒಬ್ಬರ ಆಟ ಇನ್ನೊಬ್ಬರಿಗೆ ಗಂಭೀರ ಸಮಸ್ಯೆಯಾಗಬಹುದು,ಈ ಗಾದೆ ಒಬ್ಬರ ಸಣ್ಣ ಕ್ರಿಯೆ ಇನ್ನೊಬ್ಬರಿಗೆ ದೊಡ್ಡ ಸಂಕಷ್ಟ ಉಂಟುಮಾಡಬಹುದು ಎಂದು ಸೂಚಿಸುತ್ತದೆ.,ಕನ್ನಡ,ಕನ್ನಡ ಗಾದೆಗಳು
ಈ ಪ್ರಶ್ನೆಗೆ ಸರಿಯಾದ ಉತ್ತರ ಯಾವುದು: 'ತಲೆ ಕೆಡಿಸಿಕೊಳ್ಳು' ಎಂಬ ನುಡಿಗಟ್ಟಿನ ಅರ್ಥವೇನು?,ಸೋಲನ್ನು ಒಪ್ಪಿಕೊಳ್ಳುವುದು,ಪ್ರೋತ್ಸಾಹಿಸುವುದು ಅಥವಾ ಶ್ಲಾಘಿಸುವುದು,ಬೇರೆಯವರ ಮಾತು ಕೇಳದೆ ಸ್ವಂತ ಇಚ್ಛೆಯಂತೆ ವರ್ತಿಸುವುದು,ಚಿಂತೆ ಮಾಡುವುದು,D) ಚಿಂತೆ ಮಾಡುವುದು,'ತಲೆ ಕೆಡಿಸಿಕೊಳ್ಳು' ಎಂದರೆ ಯಾವುದೋ ವಿಷಯದ ಬಗ್ಗೆ ಹೆಚ್ಚು ಚಿಂತೆ ಮಾಡುವುದು ಎಂದರ್ಥ.,ಕನ್ನಡ,ಕನ್ನಡ ನುಡಿಗಟ್ಟುಗಳು
'ಚಾಮರಸ' ಇವರ ಪ್ರಸಿದ್ಧ ಕೃತಿ ಯಾವುದು?,ಕುವೆಂಪು,ಪ್ರಭುಲಿಂಗಲೀಲೆ,12ನೇ ಶತಮಾನದ ಶರಣರ ಕಾಲ,ಲಕ್ಷ್ಮೀಶ,B) ಪ್ರಭುಲಿಂಗಲೀಲೆ,ಚಾಮರಸನ ಪ್ರಸಿದ್ಧ ಕೃತಿ 'ಪ್ರಭುಲಿಂಗಲೀಲೆ' ಆಗಿದೆ.,ಕನ್ನಡ,ಕನ್ನಡ ಸಾಹಿತ್ಯ
ಪ್ರಶ್ನೆ: ಶಿವರಾಮ ಕಾರಂತರು ಯಾವ ಕ್ಷೇತ್ರಗಳಲ್ಲಿ ಪ್ರಸಿದ್ಧರಾಗಿದ್ದರು?,ಕನ್ನಡ ಸಣ್ಣ ಕಥೆ,ಕರ್ನಾಟಕ ಸಂಗೀತದ ಪಿತಾಮಹ,ಕುವೆಂಪು,"ಸಾಹಿತ್ಯ, ಚಿತ್ರಕಲೆ ಮತ್ತು ಯಕ್ಷಗಾನ","D) ಸಾಹಿತ್ಯ, ಚಿತ್ರಕಲೆ ಮತ್ತು ಯಕ್ಷಗಾನ","ಶಿವರಾಮ ಕಾರಂತರು ಸಾಹಿತ್ಯ, ಚಿತ್ರಕಲೆ ಮತ್ತು ಯಕ್ಷಗಾನ ಕ್ಷೇತ್ರಗಳಲ್ಲಿ ಬಹುಮುಖ ಪ್ರತಿಭೆಯಾಗಿದ್ದರು.",ಕನ್ನಡ,ಕನ್ನಡ ಕವಿಗಳು ಮತ್ತು ಲೇಖಕರು
ಸರಿಯಾಗಿ ಬರೆದ ಪದ ಯಾವುದು?,ಪ್ರಜಾಪ್ರಭುತ್ವ,ಪ್ರಜಾಪ್ರಭುತವ,ಪ್ರಜಜಾಪ್ರಭುತ್ವ,ಪ್ರಜಾಪ್ರಭು್ವ,A) ಪ್ರಜಾಪ್ರಭುತ್ವ,"""ಪ್ರಜಾಪ್ರಭುತ್ವ"" ಎಂಬುದು ಸರಿಯಾದ ಕಾಗುಣಿತವಾಗಿದೆ.",ಕನ್ನಡ,ಕನ್ನಡ ಕಾಗುಣಿತ
"""ಧರ್ಮ"" ಪದದ ಅರ್ಥ ಏನು?",ನೀಲ,ನ್ಯಾಯ,ಆರೋಗ್ಯ,ಪಣ್ಯಶಾಲೆ,B) ನ್ಯಾಯ,"""ಧರ್ಮ"" ಪದದ ಅರ್ಥ ""ನ್ಯಾಯ"" ಆಗಿದೆ.",ಕನ್ನಡ,ಕನ್ನಡ ಅರ್ಥಗಳು
ಈ ಪ್ರಶ್ನೆಗೆ ಸರಿಯಾದ ಉತ್ತರ ಯಾವುದು: 'ಕನ್ನಡ ಸಾಹಿತ್ಯ ಪರಿಷತ್ತು' ಸ್ಥಾಪನೆಯಾದ ವರ್ಷ ಯಾವುದು?,ಬ್ರಾಹ್ಮಿ ಲಿಪಿ,ಕನ್ನಡ,1915,ಸುಮಾರು ಎಂಟನೇ ಸ್ಥಾನ,C) 1915,ಕನ್ನಡ ಸಾಹಿತ್ಯ ಪರಿಷತ್ತು 1915 ರಲ್ಲಿ ಸ್ಥಾಪನೆಯಾಯಿತು.,ಕನ್ನಡ,ಕನ್ನಡ ಭಾಷಾ ಸಂಗತಿಗಳು
ಈ ಪ್ರಶ್ನೆಗೆ ಸರಿಯಾದ ಉತ್ತರ ಯಾವುದು: ಕನ್ನಡ ಸಾಹಿತ್ಯದ ಮೂರು ರತ್ನತ್ರಯರು ಎಂದು ಯಾರನ್ನು ಕರೆಯುತ್ತಾರೆ?,"ಪಂಪ, ಪೊನ್ನ, ರನ್ನ",ಶ್ರೀಗಂಧ,ನವೆಂಬರ್ 1,ಕನ್ನಡ ಲಿಪಿ,"A) ಪಂಪ, ಪೊನ್ನ, ರನ್ನ","ಪಂಪ, ಪೊನ್ನ ಮತ್ತು ರನ್ನ ಇವರನ್ನು ಹಳಗನ್ನಡ ಸಾಹಿತ್ಯದ ರತ್ನತ್ರಯರು ಎಂದು ಕರೆಯಲಾಗುತ್ತದೆ.",ಕನ್ನಡ,ಕನ್ನಡ ಸಾಮಾನ್ಯ ಜ್ಞಾನ
ಪ್ರಶ್ನೆ: ಕರ್ನಾಟಕದಲ್ಲಿ ಯಾವ ನದಿಗೆ ಅಡ್ಡಲಾಗಿ ಕೃಷ್ಣರಾಜಸಾಗರ ಅಣೆಕಟ್ಟು ನಿರ್ಮಿಸಲಾಗಿದೆ?,ಕಾವೇರಿ,ಮುಳ್ಳಯ್ಯನಗಿರಿ,ಬಂಡೀಪುರ ರಾಷ್ಟ್ರೀಯ ಉದ್ಯಾನ,224,A) ಕಾವೇರಿ,ಕೃಷ್ಣರಾಜಸಾಗರ ಅಣೆಕಟ್ಟನ್ನು ಕಾವೇರಿ ನದಿಗೆ ಅಡ್ಡಲಾಗಿ ನಿರ್ಮಿಸಲಾಗಿದೆ.,ಕನ್ನಡ,ಕರ್ನಾಟಕ ಸಾಮಾನ್ಯ ಜ್ಞಾನ
√841 ಎಷ್ಟು?,26,29,32,25,B) 29,"√841 = 29, ಏಕೆಂದರೆ 29 × 29 = 841.",ಕನ್ನಡ,ಗಣಿತ
ಮಾನವ ದೇಹದ ಅತಿ ದೊಡ್ಡ ಅಂಗ ಯಾವುದು?,ಆನುವಂಶಿಕ ಮಾಹಿತಿಯನ್ನು ಹೊಂದಿರುವ ಆಣ್ವಿಕ ವಸ್ತು,ಸುಮಾರು 37°C,ಚರ್ಮ,H₂O,C) ಚರ್ಮ,ಚರ್ಮವು ಮಾನವ ದೇಹದ ಅತಿ ದೊಡ್ಡ ಅಂಗವಾಗಿದೆ.,ಕನ್ನಡ,ವಿಜ್ಞಾನ
ಪ್ರಶ್ನೆ: ಗ್ರಾಮ ಪಂಚಾಯತ್ ಎಂದರೇನು?,ದೇಶವನ್ನು ಆಳುವ ಮೂಲಭೂತ ನಿಯಮಗಳ ಸಂಗ್ರಹ,ಜನರಿಂದ ಆಯ್ಕೆಯಾದ ಪ್ರತಿನಿಧಿಗಳ ಮೂಲಕ ಆಡಳಿತ ನಡೆಸುವ ವ್ಯವಸ್ಥೆ,ಗ್ರಾಮ ಮಟ್ಟದ ಸ್ಥಳೀಯ ಸ್ವಯಂ ಆಡಳಿತ ಸಂಸ್ಥೆ,ನವದೆಹಲಿ,C) ಗ್ರಾಮ ಮಟ್ಟದ ಸ್ಥಳೀಯ ಸ್ವಯಂ ಆಡಳಿತ ಸಂಸ್ಥೆ,ಗ್ರಾಮ ಪಂಚಾಯತ್ ಎಂಬುದು ಭಾರತದ ಗ್ರಾಮ ಮಟ್ಟದ ಸ್ಥಳೀಯ ಸ್ವಯಂ ಆಡಳಿತ ಸಂಸ್ಥೆಯಾಗಿದೆ.,ಕನ್ನಡ,ಸಮಾಜ ವಿಜ್ಞಾನ
ಈ ಪ್ರಶ್ನೆಗೆ ಸರಿಯಾದ ಉತ್ತರ ಯಾವುದು: ಭಾರತದ ರಾಷ್ಟ್ರೀಯ ಪಕ್ಷಿ ಯಾವುದು?,ಚರ್ಮ,ನವಿಲು,1947,ವ್ಯಾಟಿಕನ್ ಸಿಟಿ,B) ನವಿಲು,ನವಿಲು ಭಾರತದ ರಾಷ್ಟ್ರೀಯ ಪಕ್ಷಿಯಾಗಿದೆ.,ಕನ್ನಡ,ಸಾಮಾನ್ಯ ಜ್ಞಾನ
797 ಸಮ ಸಂಖ್ಯೆಯೇ ಅಥವಾ ಬೆಸ ಸಂಖ್ಯೆಯೇ?,ಬೆಸ ಸಂಖ್ಯೆ,ಸಮ ಸಂಖ್ಯೆ,ಎರಡೂ ಅಲ್ಲ,ಎರಡೂ ಆಗಿದೆ,A) ಬೆಸ ಸಂಖ್ಯೆ,"797 ಅನ್ನು 2 ರಿಂದ ಭಾಗಿಸಿದಾಗ ಶೇಷ 1, ಆದ್ದರಿಂದ ಇದು ಬೆಸ ಸಂಖ್ಯೆ.",ಕನ್ನಡ,ಸಂಖ್ಯಾ ಪ್ರಶ್ನೆಗಳು
"ಈ ಸರಣಿಯಲ್ಲಿ ಕಾಣೆಯಾದ ಸಂಖ್ಯೆ ಯಾವುದು: 24, 35, ?, 57, 68?",44,52,46,37,C) 46,"ಸರಣಿಯು 11 ರಷ್ಟು ಹೆಚ್ಚಾಗುತ್ತಾ ಹೋಗುತ್ತದೆ, ಆದ್ದರಿಂದ ಕಾಣೆಯಾದ ಸಂಖ್ಯೆ = 35 + 11 = 46.",ಕನ್ನಡ,ಸಂಖ್ಯಾ ಒಗಟುಗಳು
ಸರಿಯಾದ ಉತ್ತರವನ್ನು ಆರಿಸಿ: ಸ್ವತಂತ್ರ ಭಾರತದ ಮೊದಲ ಪ್ರಧಾನ ಮಂತ್ರಿ ಯಾರು?,ಡಾ. ಬಿ. ಆರ್. ಅಂಬೇಡ್ಕರ್,1947,ಜವಾಹರಲಾಲ್ ನೆಹರು,ಮಹಾತ್ಮ ಗಾಂಧಿ,C) ಜವಾಹರಲಾಲ್ ನೆಹರು,ಜವಾಹರಲಾಲ್ ನೆಹರು 1947 ರಿಂದ 1964 ರವರೆಗೆ ಭಾರತದ ಮೊದಲ ಪ್ರಧಾನ ಮಂತ್ರಿಯಾಗಿ ಸೇವೆ ಸಲ್ಲಿಸಿದರು.,ಕನ್ನಡ,ಭಾರತ ಇತಿಹಾಸ
