Which option best explains the meaning of a LAN?,"Local Area Network, a network confined to a small area like an office","Hardware used to keep data permanently, even without power","The smallest unit of data in computing, represented as 0 or 1",Storing data on remote servers accessed via the internet,"A) Local Area Network, a network confined to a small area like an office","A LAN (Local Area Network) connects computers within a limited area, such as a home, school, or office building.",Computer Basics,Networking
Choose the correct definition of a CPU cycle.,A clickable reference that takes a user to another webpage or resource,One tick of a computer's internal clock during which basic operations occur,The result produced by a computer after processing input,A device or program that requests services from a server,B) One tick of a computer's internal clock during which basic operations occur,"A CPU cycle is one tick of the processor's internal clock, during which a basic operation can be carried out.",Computer Basics,CPU
What is a QR code?,A method of exchanging digital messages over the internet,System software that manages computer hardware and resources,Delivering computing services like storage and processing over the internet,A type of barcode that stores information readable by a smartphone camera,D) A type of barcode that stores information readable by a smartphone camera,"A QR code is a type of two-dimensional barcode that stores information, readable by smartphone cameras and scanning apps.",Computer Basics,Computer Fundamentals
Which option best explains the meaning of a CPU cycle?,One tick of a computer's internal clock during which basic operations occur,A technology that allows wireless connection to a network,"Hardware used to keep data permanently, even without power",A device that directs data traffic between networks or devices,A) One tick of a computer's internal clock during which basic operations occur,"A CPU cycle is one tick of the processor's internal clock, during which a basic operation can be carried out.",Computer Basics,CPU
a megabyte (MB) can be best defined as which of the following?,A clickable reference that takes a user to another webpage or resource,A method of exchanging digital messages over the internet,A device that directs data traffic between networks or devices,"A unit of data storage equal to approximately 1,024 kilobytes","D) A unit of data storage equal to approximately 1,024 kilobytes","A megabyte (MB) is a unit of digital storage roughly equal to 1,024 kilobytes.",Computer Basics,Computer Fundamentals
Which option best explains the meaning of a software application?,A unique numerical label assigned to devices on a network,Measures taken to protect computer systems from threats,A program designed to perform a specific task for the user,Delivering computing services like storage and processing over the internet,C) A program designed to perform a specific task for the user,"A software application is a program designed to help a user perform a specific task, like word processing or browsing.",Computer Basics,Computer Fundamentals
Choose the correct definition of processing (in computing).,Hardware used to enter data or commands into a computer,The stage where a computer performs operations on input data,"A unit of data storage equal to approximately 1,024 kilobytes",A set of numbers separated by periods (in IPv4) that identifies a device,B) The stage where a computer performs operations on input data,Processing is the stage in which a computer's CPU performs calculations or operations on the input data it receives.,Computer Basics,Computer Fundamentals
Which statement correctly explains a file extension?,A type of barcode that stores information readable by a smartphone camera,A computer or program that provides services or resources to other computers,A unique numerical label assigned to devices on a network,The suffix at the end of a filename that indicates its format,D) The suffix at the end of a filename that indicates its format,"A file extension, like .docx or .jpg, is the suffix at the end of a filename that indicates the file's format.",Computer Basics,Storage
Which statement correctly explains a server?,The stage where a computer performs operations on input data,The process of starting a computer and loading its operating system,A type of barcode that stores information readable by a smartphone camera,A computer or program that provides services or resources to other computers,D) A computer or program that provides services or resources to other computers,"A server is a computer or program that provides data, services, or resources to other computers (clients) over a network.",Computer Basics,Networking
Which option best explains the meaning of a firewall?,A security system that monitors and filters network traffic,A method of exchanging digital messages over the internet,"A unit of data storage equal to approximately 1,024 megabytes",Data or instructions entered into a computer for processing,A) A security system that monitors and filters network traffic,A firewall monitors and controls incoming and outgoing network traffic based on security rules.,Computer Basics,Computer Security
Which statement correctly explains booting up?,A system of interlinked documents accessed via the internet,The process of starting a computer and loading its operating system,A type of barcode that stores information readable by a smartphone camera,A program designed to perform a specific task for the user,B) The process of starting a computer and loading its operating system,"Booting up is the process of turning on a computer, during which the operating system loads into memory.",Computer Basics,Computer Fundamentals
an IP address can be best defined as which of the following?,A unique numerical label assigned to devices on a network,"A quick-access link to a file, folder, or program",A system of interlinked documents accessed via the internet,Malicious software that can replicate and damage a computer system,A) A unique numerical label assigned to devices on a network,An IP address is a unique numerical label assigned to each device connected to a computer network.,Computer Basics,Networking
What is a server?,A computer or program that provides services or resources to other computers,"Internet Service Provider, a company that provides access to the internet",A system of representing data using only 0s and 1s,Hardware used to present processed data to the user,A) A computer or program that provides services or resources to other computers,"A server is a computer or program that provides data, services, or resources to other computers (clients) over a network.",Computer Basics,Networking
Choose the correct definition of cloud storage.,"Non-volatile memory used for long-term data storage, like a hard drive",A system of interlinked documents accessed via the internet,A computer or program that provides services or resources to other computers,Storing data on remote servers accessed via the internet,D) Storing data on remote servers accessed via the internet,"Cloud storage allows users to save data on remote servers, accessible via the internet from any device.",Computer Basics,Storage
Which option best explains the meaning of a bit?,An electronic device that processes data according to instructions,A named collection of data stored on a computer,"The smallest unit of data in computing, represented as 0 or 1",Delivering computing services like storage and processing over the internet,"C) The smallest unit of data in computing, represented as 0 or 1","A bit is the smallest unit of data in computing, representing a binary value of either 0 or 1.",Computer Basics,Computer Fundamentals
Which of the following best describes booting up?,System software that manages computer hardware and resources,The process of starting a computer and loading its operating system,"A unit of data storage equal to approximately 1,024 kilobytes",Storing data on remote servers accessed via the internet,B) The process of starting a computer and loading its operating system,"Booting up is the process of turning on a computer, during which the operating system loads into memory.",Computer Basics,Computer Fundamentals
What is phishing?,"Internet Service Provider, a company that provides access to the internet",Malicious software that can replicate and damage a computer system,"Local Area Network, a network confined to a small area like an office",A cyberattack that tricks users into revealing sensitive information,D) A cyberattack that tricks users into revealing sensitive information,"Phishing is a type of cyberattack where attackers trick users into revealing sensitive information, like passwords, often via fake emails.",Computer Basics,Computer Security
Which option best explains the meaning of a megabyte (MB)?,"A unit of data storage equal to approximately 1,024 bytes","A unit of data storage equal to approximately 1,024 kilobytes",A device connected to a computer but not part of its core architecture,A security system that monitors and filters network traffic,"B) A unit of data storage equal to approximately 1,024 kilobytes","A megabyte (MB) is a unit of digital storage roughly equal to 1,024 kilobytes.",Computer Basics,Computer Fundamentals
an ISP can be best defined as which of the following?,The maximum rate of data transfer across a network connection,"Internet Service Provider, a company that provides access to the internet",A cyberattack that tricks users into revealing sensitive information,A global network connecting millions of computers worldwide,"B) Internet Service Provider, a company that provides access to the internet",An ISP (Internet Service Provider) is a company that provides individuals and businesses access to the internet.,Computer Basics,Internet
a server can be best defined as which of the following?,Connecting multiple computers to share resources and data,A technology that allows wireless connection to a network,A computer or program that provides services or resources to other computers,"Internet Service Provider, a company that provides access to the internet",C) A computer or program that provides services or resources to other computers,"A server is a computer or program that provides data, services, or resources to other computers (clients) over a network.",Computer Basics,Networking
Choose the correct definition of a file.,"A quick-access link to a file, folder, or program",A security system that monitors and filters network traffic,A named collection of data stored on a computer,"Non-volatile memory used for long-term data storage, like a hard drive",C) A named collection of data stored on a computer,A file is a named collection of related data or information stored on a computer's storage device.,Computer Basics,Storage
a hyperlink can be best defined as which of the following?,A system of representing data using only 0s and 1s,A cyberattack that tricks users into revealing sensitive information,A clickable reference that takes a user to another webpage or resource,A set of numbers separated by periods (in IPv4) that identifies a device,C) A clickable reference that takes a user to another webpage or resource,A hyperlink is a clickable reference within a webpage or document that navigates the user to another resource.,Computer Basics,Internet
Which statement correctly explains computer security?,Measures taken to protect computer systems from threats,System software that manages computer hardware and resources,A program designed to perform a specific task for the user,The 'brain' of the computer that processes instructions,A) Measures taken to protect computer systems from threats,"Computer security involves protecting computer systems and data from unauthorized access, damage, or theft.",Computer Basics,Computer Security
Which option best explains the meaning of processing (in computing)?,An electronic device that processes data according to instructions,"Memory directly accessible by the CPU, such as RAM",A type of barcode that stores information readable by a smartphone camera,The stage where a computer performs operations on input data,D) The stage where a computer performs operations on input data,Processing is the stage in which a computer's CPU performs calculations or operations on the input data it receives.,Computer Basics,Computer Fundamentals
Choose the correct definition of processing (in computing).,"A quick-access link to a file, folder, or program",The stage where a computer performs operations on input data,A device or program that requests services from a server,A type of barcode that stores information readable by a smartphone camera,B) The stage where a computer performs operations on input data,Processing is the stage in which a computer's CPU performs calculations or operations on the input data it receives.,Computer Basics,Computer Fundamentals
Which of the following best describes a client (in networking)?,A device or program that requests services from a server,"Memory directly accessible by the CPU, such as RAM",The suffix at the end of a filename that indicates its format,The maximum rate of data transfer across a network connection,A) A device or program that requests services from a server,"In networking, a client is a device or program that requests data or services from a server.",Computer Basics,Networking
What is a file?,Connecting multiple computers to share resources and data,Software used to access and navigate websites,"Non-volatile memory used for long-term data storage, like a hard drive",A named collection of data stored on a computer,D) A named collection of data stored on a computer,A file is a named collection of related data or information stored on a computer's storage device.,Computer Basics,Storage
Which of the following best describes an ISP?,"Internet Service Provider, a company that provides access to the internet",A device or program that requests services from a server,"A quick-access link to a file, folder, or program",The process of starting a computer and loading its operating system,"A) Internet Service Provider, a company that provides access to the internet",An ISP (Internet Service Provider) is a company that provides individuals and businesses access to the internet.,Computer Basics,Internet
Choose the correct definition of a server.,"Non-volatile memory used for long-term data storage, like a hard drive",A computer or program that provides services or resources to other computers,"Internet Service Provider, a company that provides access to the internet",Hardware used to store data and instructions for the computer to access,B) A computer or program that provides services or resources to other computers,"A server is a computer or program that provides data, services, or resources to other computers (clients) over a network.",Computer Basics,Networking
Which of the following best describes a computer?,An electronic device that processes data according to instructions,"Wide Area Network, a network that spans a large geographical area",The process of starting a computer and loading its operating system,Software used to access and navigate websites,A) An electronic device that processes data according to instructions,"A computer is an electronic device that accepts data, processes it according to instructions, and produces output.",Computer Basics,Computer Fundamentals
What is secondary memory?,"A unit of data storage equal to approximately 1,024 bytes",Measures taken to protect computer systems from threats,"Non-volatile memory used for long-term data storage, like a hard drive",A system of representing data using only 0s and 1s,"C) Non-volatile memory used for long-term data storage, like a hard drive","Secondary memory, such as a hard drive, is used for long-term, non-volatile data storage.",Computer Basics,Memory
Choose the correct definition of networking (computer).,A secret string of characters used to authenticate a user,Connecting multiple computers to share resources and data,A set of numbers separated by periods (in IPv4) that identifies a device,"Local Area Network, a network confined to a small area like an office",B) Connecting multiple computers to share resources and data,"Networking involves connecting multiple computers together to share resources, files, and data.",Computer Basics,Networking
Which option best explains the meaning of an output device?,One tick of a computer's internal clock during which basic operations occur,Delivering computing services like storage and processing over the internet,Hardware used to present processed data to the user,Connecting multiple computers to share resources and data,C) Hardware used to present processed data to the user,"An output device, such as a monitor or printer, presents data that has been processed by the computer to the user.",Computer Basics,Output Devices
Which option best explains the meaning of the World Wide Web (WWW)?,A system of interlinked documents accessed via the internet,A device that directs data traffic between networks or devices,"Local Area Network, a network confined to a small area like an office",A security system that monitors and filters network traffic,A) A system of interlinked documents accessed via the internet,The World Wide Web is a system of interlinked hypertext documents and resources accessed over the internet.,Computer Basics,Internet
Choose the correct definition of networking (computer).,Measures taken to protect computer systems from threats,A computer or program that provides services or resources to other computers,"The smallest unit of data in computing, represented as 0 or 1",Connecting multiple computers to share resources and data,D) Connecting multiple computers to share resources and data,"Networking involves connecting multiple computers together to share resources, files, and data.",Computer Basics,Networking
Which of the following best describes a file extension?,Measures taken to protect computer systems from threats,"The smallest unit of data in computing, represented as 0 or 1",The suffix at the end of a filename that indicates its format,A device that directs data traffic between networks or devices,C) The suffix at the end of a filename that indicates its format,"A file extension, like .docx or .jpg, is the suffix at the end of a filename that indicates the file's format.",Computer Basics,Storage
an input device can be best defined as which of the following?,A unique numerical label assigned to devices on a network,Hardware used to present processed data to the user,Hardware used to enter data or commands into a computer,The result produced by a computer after processing input,C) Hardware used to enter data or commands into a computer,"An input device, such as a keyboard or mouse, is hardware used to enter data or commands into a computer.",Computer Basics,Input Devices
Which statement correctly explains a router (basic concept)?,The 'brain' of the computer that processes instructions,A cyberattack that tricks users into revealing sensitive information,A device that directs data traffic between networks or devices,A computer or program that provides services or resources to other computers,C) A device that directs data traffic between networks or devices,"A router is a networking device that directs data traffic between different networks, such as between a home and the internet.",Computer Basics,Networking
Which of the following best describes a CPU cycle?,A clickable reference that takes a user to another webpage or resource,"A quick-access link to a file, folder, or program","Wide Area Network, a network that spans a large geographical area",One tick of a computer's internal clock during which basic operations occur,D) One tick of a computer's internal clock during which basic operations occur,"A CPU cycle is one tick of the processor's internal clock, during which a basic operation can be carried out.",Computer Basics,CPU
Which of the following best describes data backup?,The process of copying data to protect against loss,The suffix at the end of a filename that indicates its format,A set of numbers separated by periods (in IPv4) that identifies a device,A global network connecting millions of computers worldwide,A) The process of copying data to protect against loss,Data backup is the process of copying important files to a separate location to protect against accidental loss or corruption.,Computer Basics,Computer Security
What is an input device?,Hardware used to enter data or commands into a computer,"Non-volatile memory used for long-term data storage, like a hard drive","A unit of data storage equal to approximately 1,024 megabytes","A unit of data storage equal to approximately 1,024 kilobytes",A) Hardware used to enter data or commands into a computer,"An input device, such as a keyboard or mouse, is hardware used to enter data or commands into a computer.",Computer Basics,Input Devices
Choose the correct definition of primary memory.,"Memory directly accessible by the CPU, such as RAM",A computer or program that provides services or resources to other computers,Data or instructions entered into a computer for processing,The maximum rate of data transfer across a network connection,"A) Memory directly accessible by the CPU, such as RAM","Primary memory, such as RAM, is directly accessible by the CPU and used for actively running programs and data.",Computer Basics,Memory
Choose the correct definition of a LAN.,The stage where a computer performs operations on input data,A type of barcode that stores information readable by a smartphone camera,"Local Area Network, a network confined to a small area like an office","A unit of data storage equal to approximately 1,024 kilobytes","C) Local Area Network, a network confined to a small area like an office","A LAN (Local Area Network) connects computers within a limited area, such as a home, school, or office building.",Computer Basics,Networking
Which of the following best describes networking (computer)?,A security system that monitors and filters network traffic,The maximum rate of data transfer across a network connection,"Non-volatile memory used for long-term data storage, like a hard drive",Connecting multiple computers to share resources and data,D) Connecting multiple computers to share resources and data,"Networking involves connecting multiple computers together to share resources, files, and data.",Computer Basics,Networking
Which of the following best describes a computer?,Data or instructions entered into a computer for processing,An electronic device that processes data according to instructions,A global network connecting millions of computers worldwide,A secret string of characters used to authenticate a user,B) An electronic device that processes data according to instructions,"A computer is an electronic device that accepts data, processes it according to instructions, and produces output.",Computer Basics,Computer Fundamentals
Which statement correctly explains a hyperlink?,The process of starting a computer and loading its operating system,A named collection of data stored on a computer,"A unit of data storage equal to approximately 1,024 megabytes",A clickable reference that takes a user to another webpage or resource,D) A clickable reference that takes a user to another webpage or resource,A hyperlink is a clickable reference within a webpage or document that navigates the user to another resource.,Computer Basics,Internet
Which statement correctly explains an output device?,Hardware used to present processed data to the user,A unique numerical label assigned to devices on a network,"A unit of data storage equal to approximately 1,024 bytes","A unit of data storage equal to approximately 1,024 megabytes",A) Hardware used to present processed data to the user,"An output device, such as a monitor or printer, presents data that has been processed by the computer to the user.",Computer Basics,Output Devices
a client (in networking) can be best defined as which of the following?,Software used to access and navigate websites,Connecting multiple computers to share resources and data,A device or program that requests services from a server,A global network connecting millions of computers worldwide,C) A device or program that requests services from a server,"In networking, a client is a device or program that requests data or services from a server.",Computer Basics,Networking
Which of the following best describes output?,The result produced by a computer after processing input,Hardware used to store data and instructions for the computer to access,A security system that monitors and filters network traffic,A set of numbers separated by periods (in IPv4) that identifies a device,A) The result produced by a computer after processing input,Output is the information or result produced by a computer after it has processed the input.,Computer Basics,Output Devices
Which of the following best describes cloud storage?,A container used to organize files on a computer,The maximum rate of data transfer across a network connection,"The smallest unit of data in computing, represented as 0 or 1",Storing data on remote servers accessed via the internet,D) Storing data on remote servers accessed via the internet,"Cloud storage allows users to save data on remote servers, accessible via the internet from any device.",Computer Basics,Storage
Which option best explains the meaning of the World Wide Web (WWW)?,The maximum rate of data transfer across a network connection,"A unit of data storage equal to approximately 1,024 megabytes",A secret string of characters used to authenticate a user,A system of interlinked documents accessed via the internet,D) A system of interlinked documents accessed via the internet,The World Wide Web is a system of interlinked hypertext documents and resources accessed over the internet.,Computer Basics,Internet
Which of the following best describes the CPU?,The stage where a computer performs operations on input data,The 'brain' of the computer that processes instructions,A device connected to a computer but not part of its core architecture,System software that manages computer hardware and resources,B) The 'brain' of the computer that processes instructions,"The CPU (Central Processing Unit) is often called the brain of the computer, as it processes instructions and calculations.",Computer Basics,CPU
Which option best explains the meaning of a peripheral device?,A type of barcode that stores information readable by a smartphone camera,The stage where a computer performs operations on input data,A device connected to a computer but not part of its core architecture,"Memory directly accessible by the CPU, such as RAM",C) A device connected to a computer but not part of its core architecture,"A peripheral device, like a printer or mouse, is connected to a computer but is not part of its core internal architecture.",Computer Basics,Input Devices
What is networking (computer)?,A set of numbers separated by periods (in IPv4) that identifies a device,A technology that allows wireless connection to a network,"A unit of data storage equal to approximately 1,024 kilobytes",Connecting multiple computers to share resources and data,D) Connecting multiple computers to share resources and data,"Networking involves connecting multiple computers together to share resources, files, and data.",Computer Basics,Networking
Which statement correctly explains a bit?,"The smallest unit of data in computing, represented as 0 or 1",Hardware used to store data and instructions for the computer to access,A secret string of characters used to authenticate a user,One tick of a computer's internal clock during which basic operations occur,"A) The smallest unit of data in computing, represented as 0 or 1","A bit is the smallest unit of data in computing, representing a binary value of either 0 or 1.",Computer Basics,Computer Fundamentals
What is a megabyte (MB)?,A cyberattack that tricks users into revealing sensitive information,"A unit of data storage equal to approximately 1,024 kilobytes",Hardware used to enter data or commands into a computer,A method of exchanging digital messages over the internet,"B) A unit of data storage equal to approximately 1,024 kilobytes","A megabyte (MB) is a unit of digital storage roughly equal to 1,024 kilobytes.",Computer Basics,Computer Fundamentals
Which option best explains the meaning of a kilobyte (KB)?,A technology that allows wireless connection to a network,A named collection of data stored on a computer,"A unit of data storage equal to approximately 1,024 bytes","The smallest unit of data in computing, represented as 0 or 1","C) A unit of data storage equal to approximately 1,024 bytes","A kilobyte (KB) is a unit of digital storage roughly equal to 1,024 bytes.",Computer Basics,Computer Fundamentals
Which statement correctly explains memory (computer)?,A unique numerical label assigned to devices on a network,Hardware used to store data and instructions for the computer to access,The 'brain' of the computer that processes instructions,Measures taken to protect computer systems from threats,B) Hardware used to store data and instructions for the computer to access,"Memory refers to hardware components, like RAM, used to store data and instructions that the computer needs to access.",Computer Basics,Memory
Choose the correct definition of a bit.,A unit of digital information typically made up of 8 bits,"Memory directly accessible by the CPU, such as RAM","The smallest unit of data in computing, represented as 0 or 1",The 'brain' of the computer that processes instructions,"C) The smallest unit of data in computing, represented as 0 or 1","A bit is the smallest unit of data in computing, representing a binary value of either 0 or 1.",Computer Basics,Computer Fundamentals
What is the World Wide Web (WWW)?,The suffix at the end of a filename that indicates its format,Connecting multiple computers to share resources and data,A device or program that requests services from a server,A system of interlinked documents accessed via the internet,D) A system of interlinked documents accessed via the internet,The World Wide Web is a system of interlinked hypertext documents and resources accessed over the internet.,Computer Basics,Internet
What is a computer virus?,Data or instructions entered into a computer for processing,A named collection of data stored on a computer,A set of numbers separated by periods (in IPv4) that identifies a device,Malicious software that can replicate and damage a computer system,D) Malicious software that can replicate and damage a computer system,"A computer virus is malicious software that can replicate itself and spread, potentially damaging files or systems.",Computer Basics,Computer Security
Which option best explains the meaning of a server?,A computer or program that provides services or resources to other computers,A system of representing data using only 0s and 1s,The result produced by a computer after processing input,"A unit of data storage equal to approximately 1,024 kilobytes",A) A computer or program that provides services or resources to other computers,"A server is a computer or program that provides data, services, or resources to other computers (clients) over a network.",Computer Basics,Networking
Which option best explains the meaning of a kilobyte (KB)?,Hardware used to store data and instructions for the computer to access,One tick of a computer's internal clock during which basic operations occur,"A unit of data storage equal to approximately 1,024 bytes",Data or instructions entered into a computer for processing,"C) A unit of data storage equal to approximately 1,024 bytes","A kilobyte (KB) is a unit of digital storage roughly equal to 1,024 bytes.",Computer Basics,Computer Fundamentals
Choose the correct definition of an IP address (numeric structure).,A container used to organize files on a computer,Data or instructions entered into a computer for processing,A named collection of data stored on a computer,A set of numbers separated by periods (in IPv4) that identifies a device,D) A set of numbers separated by periods (in IPv4) that identifies a device,"A typical IPv4 address consists of four numbers separated by periods, uniquely identifying a device on a network.",Computer Basics,Networking
Which option best explains the meaning of secondary memory?,"Non-volatile memory used for long-term data storage, like a hard drive","Wide Area Network, a network that spans a large geographical area",A unit of digital information typically made up of 8 bits,"A quick-access link to a file, folder, or program","A) Non-volatile memory used for long-term data storage, like a hard drive","Secondary memory, such as a hard drive, is used for long-term, non-volatile data storage.",Computer Basics,Memory
Which option best explains the meaning of a computer virus?,An electronic device that processes data according to instructions,Measures taken to protect computer systems from threats,System software that manages computer hardware and resources,Malicious software that can replicate and damage a computer system,D) Malicious software that can replicate and damage a computer system,"A computer virus is malicious software that can replicate itself and spread, potentially damaging files or systems.",Computer Basics,Computer Security
Which statement correctly explains a web browser?,Software used to access and navigate websites,"A quick-access link to a file, folder, or program",A secret string of characters used to authenticate a user,Data or instructions entered into a computer for processing,A) Software used to access and navigate websites,"A web browser is software used to access, navigate, and display content from websites on the internet.",Computer Basics,Internet
Which of the following best describes a file?,An electronic device that processes data according to instructions,"Internet Service Provider, a company that provides access to the internet",Data or instructions entered into a computer for processing,A named collection of data stored on a computer,D) A named collection of data stored on a computer,A file is a named collection of related data or information stored on a computer's storage device.,Computer Basics,Storage
Choose the correct definition of bandwidth.,"Memory directly accessible by the CPU, such as RAM",A type of barcode that stores information readable by a smartphone camera,"A quick-access link to a file, folder, or program",The maximum rate of data transfer across a network connection,D) The maximum rate of data transfer across a network connection,Bandwidth refers to the maximum amount of data that can be transferred over a network connection in a given time.,Computer Basics,Networking
Which of the following best describes an output device?,Delivering computing services like storage and processing over the internet,One tick of a computer's internal clock during which basic operations occur,Software used to access and navigate websites,Hardware used to present processed data to the user,D) Hardware used to present processed data to the user,"An output device, such as a monitor or printer, presents data that has been processed by the computer to the user.",Computer Basics,Output Devices
a QR code can be best defined as which of the following?,A type of barcode that stores information readable by a smartphone camera,A set of numbers separated by periods (in IPv4) that identifies a device,A method of exchanging digital messages over the internet,A device or program that requests services from a server,A) A type of barcode that stores information readable by a smartphone camera,"A QR code is a type of two-dimensional barcode that stores information, readable by smartphone cameras and scanning apps.",Computer Basics,Computer Fundamentals
What is a shortcut (computer)?,The stage where a computer performs operations on input data,Hardware used to store data and instructions for the computer to access,"A quick-access link to a file, folder, or program",A type of barcode that stores information readable by a smartphone camera,"C) A quick-access link to a file, folder, or program","A shortcut is a quick-access link on a computer that points to a file, folder, or program without duplicating it.",Computer Basics,Computer Fundamentals
a file extension can be best defined as which of the following?,The process of starting a computer and loading its operating system,Hardware used to present processed data to the user,The suffix at the end of a filename that indicates its format,The stage where a computer performs operations on input data,C) The suffix at the end of a filename that indicates its format,"A file extension, like .docx or .jpg, is the suffix at the end of a filename that indicates the file's format.",Computer Basics,Storage
Which option best explains the meaning of cloud computing?,A technology that allows wireless connection to a network,"Hardware used to keep data permanently, even without power",System software that manages computer hardware and resources,Delivering computing services like storage and processing over the internet,D) Delivering computing services like storage and processing over the internet,"Cloud computing delivers computing services, such as storage and processing power, over the internet rather than local hardware.",Computer Basics,Internet
data backup can be best defined as which of the following?,A system of representing data using only 0s and 1s,The process of copying data to protect against loss,Hardware used to enter data or commands into a computer,An electronic device that processes data according to instructions,B) The process of copying data to protect against loss,Data backup is the process of copying important files to a separate location to protect against accidental loss or corruption.,Computer Basics,Computer Security
a LAN can be best defined as which of the following?,"A unit of data storage equal to approximately 1,024 megabytes",A system of representing data using only 0s and 1s,A system of interlinked documents accessed via the internet,"Local Area Network, a network confined to a small area like an office","D) Local Area Network, a network confined to a small area like an office","A LAN (Local Area Network) connects computers within a limited area, such as a home, school, or office building.",Computer Basics,Networking
What is Wi-Fi?,The process of starting a computer and loading its operating system,A container used to organize files on a computer,A technology that allows wireless connection to a network,A program designed to perform a specific task for the user,C) A technology that allows wireless connection to a network,Wi-Fi is a wireless networking technology that allows devices to connect to a network without physical cables.,Computer Basics,Networking
Which of the following best describes storage?,A secret string of characters used to authenticate a user,"Hardware used to keep data permanently, even without power",A container used to organize files on a computer,"A unit of data storage equal to approximately 1,024 bytes","B) Hardware used to keep data permanently, even without power","Storage devices, like hard drives, retain data permanently, even when the computer is powered off.",Computer Basics,Storage
an input device can be best defined as which of the following?,Storing data on remote servers accessed via the internet,Delivering computing services like storage and processing over the internet,A set of numbers separated by periods (in IPv4) that identifies a device,Hardware used to enter data or commands into a computer,D) Hardware used to enter data or commands into a computer,"An input device, such as a keyboard or mouse, is hardware used to enter data or commands into a computer.",Computer Basics,Input Devices
Which statement correctly explains an operating system?,A unique numerical label assigned to devices on a network,The maximum rate of data transfer across a network connection,Connecting multiple computers to share resources and data,System software that manages computer hardware and resources,D) System software that manages computer hardware and resources,An operating system manages a computer's hardware and provides a platform for running application software.,Computer Basics,Operating Systems
Which of the following best describes a QR code?,"Local Area Network, a network confined to a small area like an office",Software used to access and navigate websites,A type of barcode that stores information readable by a smartphone camera,A technology that allows wireless connection to a network,C) A type of barcode that stores information readable by a smartphone camera,"A QR code is a type of two-dimensional barcode that stores information, readable by smartphone cameras and scanning apps.",Computer Basics,Computer Fundamentals
a firewall can be best defined as which of the following?,A clickable reference that takes a user to another webpage or resource,A security system that monitors and filters network traffic,A set of numbers separated by periods (in IPv4) that identifies a device,The suffix at the end of a filename that indicates its format,B) A security system that monitors and filters network traffic,A firewall monitors and controls incoming and outgoing network traffic based on security rules.,Computer Basics,Computer Security
Which statement correctly explains memory (computer)?,System software that manages computer hardware and resources,Connecting multiple computers to share resources and data,A security system that monitors and filters network traffic,Hardware used to store data and instructions for the computer to access,D) Hardware used to store data and instructions for the computer to access,"Memory refers to hardware components, like RAM, used to store data and instructions that the computer needs to access.",Computer Basics,Memory
What is an operating system?,Measures taken to protect computer systems from threats,A type of barcode that stores information readable by a smartphone camera,System software that manages computer hardware and resources,A cyberattack that tricks users into revealing sensitive information,C) System software that manages computer hardware and resources,An operating system manages a computer's hardware and provides a platform for running application software.,Computer Basics,Operating Systems
a QR code can be best defined as which of the following?,Hardware used to present processed data to the user,System software that manages computer hardware and resources,A technology that allows wireless connection to a network,A type of barcode that stores information readable by a smartphone camera,D) A type of barcode that stores information readable by a smartphone camera,"A QR code is a type of two-dimensional barcode that stores information, readable by smartphone cameras and scanning apps.",Computer Basics,Computer Fundamentals
What is a peripheral device?,The result produced by a computer after processing input,System software that manages computer hardware and resources,A device connected to a computer but not part of its core architecture,A program designed to perform a specific task for the user,C) A device connected to a computer but not part of its core architecture,"A peripheral device, like a printer or mouse, is connected to a computer but is not part of its core internal architecture.",Computer Basics,Input Devices
Choose the correct definition of cloud computing.,A named collection of data stored on a computer,A unit of digital information typically made up of 8 bits,A device that directs data traffic between networks or devices,Delivering computing services like storage and processing over the internet,D) Delivering computing services like storage and processing over the internet,"Cloud computing delivers computing services, such as storage and processing power, over the internet rather than local hardware.",Computer Basics,Internet
Choose the correct definition of the CPU.,A program designed to perform a specific task for the user,"Hardware used to keep data permanently, even without power",A technology that allows wireless connection to a network,The 'brain' of the computer that processes instructions,D) The 'brain' of the computer that processes instructions,"The CPU (Central Processing Unit) is often called the brain of the computer, as it processes instructions and calculations.",Computer Basics,CPU
Which option best explains the meaning of a gigabyte (GB)?,System software that manages computer hardware and resources,The result produced by a computer after processing input,"A unit of data storage equal to approximately 1,024 megabytes",Connecting multiple computers to share resources and data,"C) A unit of data storage equal to approximately 1,024 megabytes","A gigabyte (GB) is a unit of digital storage roughly equal to 1,024 megabytes.",Computer Basics,Computer Fundamentals
